Y,X,Name,description
42.21524,-79.834976,North East Masonic Temple,
42.241097,-79.832903,Halli Reid Park,
42.015481,-80.345494,Grace Episcopal Church,
42.113775,-80.091223,Little Italy Mural,
42.138534,-80.079612,Barkley the Tree Frog,
42.123255,-80.147325,A Walk in the Park on Karl Boyes Multi-Purpose Trail,
42.142418,-80.135437,Protecting Presque Isle State Park,
41.875954,-79.971186,Mill Village United Methodist Church,
42.113341,-80.120102,Frogs on Frog Sculpture,
42.060163,-80.174687,Asbury Farm Community Park,
42.061697,-80.093597,The Amish Buggy Store - John Deere Buggy,
42.036112,-80.144947,Grace Church,
42.078585,-80.090768,Statue,
42.101324,-80.102066,World of Music,
41.872736,-80.118901,The Fighting Scot,
42.172632,-79.994597,Faith Evangelical Lutheran Church,
42.066973,-80.143746,In Memory of Sol Waxelbaum,
42.122721,-80.080585,Historic Erie Glass Company,
42.107704,-80.138066,Love Presque Isle Mural,
42.01487,-80.342644,Lake City Fire Department,
42.189794,-79.962919,Boat Anchor,
42.106739,-80.018785,Trinity Angelican Church,
41.518845,-80.048668,Cochranton Area Public Library,
41.824714,-79.68615,Clear Lake Park,
41.823685,-79.691058,Sparta First Baptist Church,
41.500816,-79.871925,Cooperstown Post Office,
41.649169,-80.15897,Bethany United Methodist Church,
41.620769,-80.168501,PENN DOT Flower Garden,
41.632153,-79.671993,Saint Walburga Catholic Church,
41.603331,-80.300258,Ice House Park,
41.627177,-80.154225,Meadville,
41.630216,-80.153297,Desegregation of Pennsylvania,
41.648951,-80.14443,Gator Sculpture,
41.649176,-80.14756,Brooks Hall,
41.63708,-80.154947,Meadville Post Office,
41.637551,-80.150525,Stone Church,
41.635916,-80.148377,Richard Henderson,
41.637723,-80.151389,Old Post Office,
41.644375,-80.152918,French Creek Feeder Canal,
41.591499,-80.159606,Ernst Bike Trail,
41.62256,-80.193952,Jacobs Well,
41.621748,-80.194411,St John,
41.628907,-79.664317,Drake Well Model,
41.610833,-79.657777,Drake Well,
41.628507,-79.67323,St. James Episcopal Church,
41.628986,-79.660409,Burgess Park Skate Park,
41.627663,-79.665116,John William Heisman,
41.628026,-79.68136,Statue of Christ,
41.615081,-79.65713,Jersey Bridge,
41.62837,-79.676324,Abbot Home,
41.633651,-79.676088,Titusville historic district Marker,
41.634561,-79.690398,Benson Monument,
41.624916,-79.665505,Tribute to John Heisman,
41.621763,-79.673047,Oil Creek,
41.626483,-79.67363,Blue Canoe Mural,
41.626665,-79.673273,Chase and Stewart Block,
41.6268,-79.671455,Joseph E. Fleming Jr. Park,
41.64411,-79.715495,St. Catherine Of Sienna,
41.809528,-79.831143,Canadohta Lake,
41.810563,-79.829593,The Bear Inn,
41.793346,-79.837724,Bloomfield Township Consolidated School,
41.605054,-80.304147,Trinity United Methodist Church,
41.601547,-80.314921,Mary And Jesus,
41.517711,-79.68373,Oil Creek State Park,
41.6042,-80.305717,Conneaut Lake Post Office,
41.653023,-80.162405,Thompson Athletic Complex,
41.519593,-80.047751,Christian & Missionary Alliance,
41.645889,-80.152037,Baldwin Reynolds House Museum,
41.632101,-79.690605,Woodlawn Cemetery Ruel Danforth Fletcher Memorial Gates,
41.632951,-80.140617,Talon Zipper,
41.621837,-79.670188,Titusville Church of the Nazarene,
41.823201,-79.677821,Civil War Cannon,
41.638736,-80.153547,The Market House,
41.176692,-79.712217,Emlenton Bridge Memorial,
41.35431,-79.871912,Mount Carmel Church,
41.251408,-79.463799,Shippenville-Elk Vol Fire Depa,
41.442008,-79.6943,Murrays Scenic View,
41.435812,-79.708821,US Post Office,
41.400633,-79.831172,Fort Franklin,
41.397719,-79.830364,Debence Antique Music World,
41.393465,-79.823869,Site of Old Garrison,
41.393097,-79.825211,Old Garrison,
41.464649,-80.005583,Amphitheater - Custalogatown BSA,
41.43484,-79.957581,Utica Volunteer Fire Department,
41.398822,-79.829296,First Presbyterian Church Franklin,
41.396717,-79.827147,Venango County Vietnam Veterans Honor Roll,
41.396896,-79.827302,Venango County Vocal War Memorial,
41.410998,-79.752731,Reno United Methodist Church,
41.177913,-79.709164,Pumping Jack Museum,
41.200467,-79.87334,Grace Methodist Church,
41.376694,-79.853356,Venango Regional Airport,
41.428392,-79.711294,Christ Episcopal Church,
41.428807,-79.708103,East End Fountain,
41.428462,-79.691922,First Presbyterian Church,
41.432291,-79.706274,Bridging The Allegheny River Kiosk,
41.434053,-79.709192,Trinity United Methodist Church,
41.428162,-79.7111,Grace United Methodist Church,
41.426505,-79.704818,Church of the Nazarene,
41.42869,-79.709474,Saint Stephen's,
41.361055,-79.83594,In Memory of trooper Paul G. Richey,
41.427691,-79.71381,Second Presbyterian Church,
41.380382,-79.703579,Grace Baptist Church,
41.517711,-79.68373,Oil Creek State Park,
41.365727,-79.476323,United Evangelical Church,
41.432613,-79.71303,Joseph Reid Gas Engine Company,
41.468562,-79.691442,Henry R. Rouse (1823-1861),
41.496364,-79.456226,Forest County,
41.490875,-79.456403,Tionesta Library,
41.399407,-79.82628,Franklin Alliance Church,
41.389034,-79.703,Seneca Volunteer Fire Department,
41.433729,-79.693163,Hasson Disc Golf Course,
41.366663,-79.929304,Polk Presbyterian,
41.442004,-79.703494,Polish Heritage Memorial Park Of Oil City,
41.38983,-79.688132,Morrison Community Park,
41.15606,-80.07868,Pythagorean π,
40.673001,-79.686727,Freeport United Methodist Church,
41.176692,-79.712217,Emlenton Bridge Memorial,
40.747586,-79.813384,Saxonburg Volunteer Fire Department,
40.750693,-79.810288,Saxonburg Memorial Presbyterian Church,
40.751725,-79.817213,Saxonburg Water Tower,
40.752338,-79.81645,Saxonburg Memorial Church Cemetery,
40.774873,-79.75759,Cabot United Methodist Church,
40.738647,-80.038978,Crestview Church,
40.741966,-80.197589,Gazebo at Green Valley Park,
40.741696,-80.197515,Memorial Bench,
40.748288,-80.201099,New Sewickley War Memorial,
40.68109,-80.148335,St. John's Lutheran Church,
40.681651,-80.065524,Seven Fields Clock,
40.685591,-80.075075,Venango Path,
40.721031,-80.072265,Plains United Presbyterian Church,
40.710195,-80.106879,Cranberry Rotary Amphitheater Hands Mural,
40.710102,-80.10987,Seneca Valley Junior Football Monument,
40.71155,-80.107257,Kids Castle,
40.709059,-80.105071,Fun Fore All,
40.714013,-80.109281,Cranberry Rotary Dog Park,
40.711421,-80.111376,Rotary Pavilion,
40.675898,-80.020139,Treesdale: The Commons,
40.695264,-80.009419,Adams Area Fire Department,
40.697823,-80.010803,Mars US Post Office,
40.690866,-80.017461,Classic Automotive Antique Car,
40.729512,-79.923009,Holy Sepulcher Church,
40.685286,-80.063748,Legged Eggs Statue,
40.680489,-80.098839,Dutilh Church,
40.6868,-80.087623,Gazebo at Dick's,
40.698487,-80.107357,Rochester Road Gazebo,
40.694905,-80.102266,Streets of Cranberry,
40.692483,-80.1058,Chen's Falls,
40.698128,-80.110699,St. Ferdinand's Catholic Church,
40.660801,-80.118122,Knob Hill Community Park,
40.660045,-80.119423,Marshall Township Fire Station,
40.658936,-80.101058,The Great Glass Statue,
40.705208,-80.127959,Miracle League Field Statue,
40.697116,-80.126227,All Saints Anglican Church,
40.683868,-80.124941,Cranberry Volunteer Firemen Memorial,
40.707764,-80.12806,Scout Centennial Plaza,
40.708656,-80.128538,Ralph Mashuda Bridge,
40.69608,-80.141114,Family History Center of LDS,
40.674888,-79.986423,Valencia Historical Society,
40.715165,-79.929108,Glade Run Church,
40.66088,-80.033314,Northern Tier Police Department,
40.725337,-79.937352,Gospel Fellowship Presbyterian Church,
40.720912,-80.085563,North Park Community Water Park,
40.719725,-80.086083,The Veteran: The Rock of Our Nation,
40.724542,-80.086568,North Boundary Park,
40.711956,-79.777194,Sarver Post Office,
40.685537,-80.100605,Crider's Corners,
40.685462,-80.10754,Pittsburgh Sports Mural at Primanti's,
40.700756,-80.104285,Ogle,
40.723003,-79.755464,Buffalo Township War Memorial.,
40.724903,-80.105897,Pinewood Memorial Jesus Statue,
40.726109,-80.104805,Pinewood Memorial Artillery North,
40.903845,-79.918303,St. Andrew's Roman Catholic Church,
40.75127,-79.827242,VFW Cannon,
41.177913,-79.709164,Pumping Jack Museum,
40.763501,-79.643593,Slate Lick United Presbyterian Church,
40.721847,-79.656486,Srader Grove Presbyterian Church,
40.683987,-79.663047,Kiski Junction Railroad,
40.674902,-79.685994,Trinity Evangelical Lutheran Church,
40.6725,-79.685158,Freeport Area Library,
41.047639,-79.809608,North Washington United Presbyterian Church,
40.948885,-79.745346,Chicora Post Office,
40.668047,-80.100064,Baierl Ice Complex,
40.663517,-79.955176,Chatham University Eden Hall Campus,
40.667069,-79.707448,Pittsburgh Buddhist Center,
40.692941,-80.065323,Seven Fields Picnic Shelter,
40.659008,-80.184494,Safari Mural,
40.952203,-79.740682,Mater Dolorosa Church,
40.605972,-80.206381,St. Peter and Paul Chapel,
40.500701,-80.421062,Racoon Creek State Park Valley Trail,
40.547168,-80.189858,Edgeworth World War 2 Memorial,
40.635776,-80.451124,Midland Education,
40.495991,-80.25686,Flags at Pitt Airport,
40.495669,-80.245671,Pittsburgh Mobile,
40.637561,-80.454163,V.F.W. Post 8168,
40.712354,-80.322955,Memorial Garden,
40.49646,-80.246802,Wall of Moo,
40.628801,-80.420293,Green Valley United Methodist Church,
40.674622,-80.313942,"Beaver Valley Mall, Indoor Fountain",
40.772384,-80.322161,Geneva College,
40.749973,-80.336054,Cannon,
40.71415,-80.302354,Veteran's Memorial Bridge,
40.710599,-80.299161,Kelly's,
40.691616,-80.282091,Monaca Gazebo,
40.691397,-80.285683,Water Cure Sanitorium,
40.698665,-80.284531,Rochester River Mural,
40.691899,-80.28741,Monaca Riverfront Park,
40.742555,-80.308484,Church of the Nazarene,
40.745028,-80.31066,St. Joseph Cemetery,
40.728567,-80.29437,Marion Hill Alliance,
40.688422,-80.257044,Lighthouse Lutheran Church,
40.683019,-80.251811,Freedom Park Pavilion,
40.687407,-80.255346,First Presbyterian Church,
40.682055,-80.250585,Vicary House,
40.699854,-80.405401,Dawson Ridge Park,
40.70963,-80.364137,Two Mile Run Nature Trail & Disc Golf Course Entrance,
40.705268,-80.403155,Hope Lutheran Church,
40.64079,-80.454966,First Baptist,
40.770618,-80.373206,Sgt. Bronislaw M Wrona,
40.731169,-80.310359,Christ Episcopal Church,
40.730724,-80.305338,Church of Christ,
40.725877,-80.306759,Robert Townsend House,
40.688871,-80.31023,Linn Park,
40.694861,-80.306111,First Court,
40.691839,-80.305658,Beaver Fire Department,
40.698724,-80.306646,Beaver Alliance Church,
40.69477,-80.303866,First Presbyterian Church,
40.69075,-80.3045,Fort McIntosh Site,
40.694368,-80.307508,Beaver County Law Enforcement Memorial,
40.694427,-80.308335,Beaver County Courthouse,
40.697452,-80.300036,Todd House,
40.698307,-80.301108,First Christian Church,
40.695737,-80.292377,Bridgewater Crossing Riverfront Park and Trail,
40.692412,-80.302114,Beaver Area Memorial Library,
40.696706,-80.296143,Beaver Area Heritage Museum,
40.678083,-80.295983,Harvey R. Kelly Jr. Memorial Garden,
40.732944,-80.285488,Daugherty Water Tower,
40.743782,-80.301755,Civil War Memorial,
40.744475,-80.301076,New Brighton Firemen's Memorial,
40.754198,-80.319715,The Carnegie Library,
40.75214,-80.32056,Beaver Falls Post Office,
40.751102,-80.320723,Reach Community Church,
40.7551,-80.320919,Valley Baptist Church,
40.690501,-80.276445,Emmanuel Baptist Church,
40.686848,-80.269898,Moor Water Tower,
40.702442,-80.276715,Rochester VFW Post 128,
40.763987,-80.322367,Second Baptist Church,
40.735109,-80.301856,Sunrise Pool,
40.642285,-80.499594,Georgetown,
40.640848,-80.499128,St. Luke's Episcopal Church,
40.69315,-80.464812,Ohioville Water Tower,
40.635154,-80.449038,Midland Church Of God,
40.761252,-80.46821,South Beaver Township Veterans Memorial,
40.644755,-80.514549,Ohioville Borough Lock 57 Community Park,
40.68844,-80.326002,Eaton Park,
40.683526,-80.331153,Vanport Township Memorial,
40.739081,-80.338192,Dedication to Emergency Responders of Beaver County,
40.668339,-80.311545,Brodheads Road,
40.737943,-80.333006,Franscian Manor Fountain,
40.738904,-80.330052,Patterson Heights Memorial Park,
40.734914,-80.315086,Big Rock Park,
40.73898,-80.313985,St. Josephs Catholic Church,
40.734507,-80.307626,Free Methodist Church,
40.736408,-80.309576,The Ten Commandments,
40.714366,-80.285004,Saint Cecilia Parish,
40.704375,-80.294448,Built Here In Old Sharon,
40.701809,-80.294739,Bridgewater Fire Department,
40.699743,-80.296092,First Presbyterian Church,
40.771423,-80.320841,Birthplace of College Basketball,
40.701014,-80.285723,Farmers Clock,
40.707496,-80.28324,Rochester First Wesleyan Church,
40.7015,-80.285774,H.C. Fry Glass Co.,
40.703103,-80.281251,Grace Lutheran Church,
40.725596,-80.279026,Sylvania Hills Memorial Park,
40.728169,-80.271913,Joyous,
40.730522,-80.274176,Sylvania Hills Memorial Park,
40.725643,-80.275019,Shepherd,
40.770277,-80.328055,Ingram-Richardson Manufacturin,
40.752129,-80.311667,Beaver River Rails to Trails,
40.691042,-80.278949,Monaca Post Office,
40.691069,-80.279596,Monaca Fire Department,
40.716609,-80.359529,Richmond Little Red Schoolhouse,
40.758523,-80.339155,Patterson Water Towers,
40.521341,-80.165168,Whosoever Wills Christian and Missionary Alliance Church,
40.578804,-80.253542,Saint Joseph and Jesus Artwork,
40.585865,-80.475862,Hookstown Volunteer Fire Department,
40.504635,-80.20925,Moon Post Office,
40.519665,-80.152116,RMU Island Rapids Mini Golf,
40.543201,-80.185342,The Presbyterian Church,
40.522214,-80.422668,Ralph K. Davidson Park,
40.537514,-80.185625,Old Sewickley Bridge,
40.545257,-80.175764,War Memorial,
40.593352,-80.476162,Mill Creek,
40.508721,-80.357322,Raccoon State Park Deer Exclosure,
40.506779,-80.378708,Racoon Creek State Park Forest Trailhead,
40.599034,-80.464945,Site of Early Methodist Church,
40.600251,-80.473092,Hookstown Free Methodist Church,
40.557509,-80.490574,Andrews Farm,
40.506845,-80.36354,Jennings Trail,
40.507737,-80.362969,Raccoon Creek State Park Audubon Trail,
40.489106,-80.295404,Clinton USPO,
40.488199,-80.299829,Clinton Park Stage,
40.487432,-80.297058,Walker Monument,
40.49058,-80.301388,Welcome to Findlay Township Community Park Sign,
40.493327,-80.306106,Bound Minotaur,
40.683146,-80.480902,Fairview Church,
40.506714,-80.208652,St Andrew Lutheran Church,
40.518005,-80.166374,Coraopolis Post Office,
40.537339,-80.188894,Stand-On Sundial Sewickley,
40.686568,-80.23448,Memorial Crucifix,
40.672187,-80.214678,Economy V.F.D. No. 3,
40.514443,-80.155853,Savannah Springs,
40.535919,-80.187048,Chadwick St. Recreational Park,
40.502447,-80.211849,Airport Office Park - Gazebo 2,
40.514655,-80.22148,Sharon Community Center,
40.513828,-80.221889,Sharon Community Presbyterian Church,
40.658611,-80.238743,Conway Railroad Yards,
40.660784,-80.2374,Conway's Fallen Heroes Memorial,
40.605582,-80.167456,Bell Acres Fire Department,
40.538138,-80.189871,Merchant Marines U.S. Navy WW2 Memorial,
40.613487,-80.223008,Holy Trinity Greek Church,
40.502287,-80.424147,Prevent Forest Fires,
40.533058,-80.17511,Critmore Gazebo and Parklet,
40.537377,-80.177251,Saint Andrew's Presbyterian Church,
40.515945,-80.161677,Church with Fancy Windows,
40.543834,-80.244473,The Church Of Christ,
40.589149,-80.197213,Praying Mother and Children,
40.559447,-80.202913,Leetsdale Post Office,
40.515461,-80.218065,Mother Mary,
40.733383,-80.346833,Brady's Run Park,
40.615969,-80.258481,Abundant Life Ministries,
40.678295,-80.290588,Union Cemetery,
40.775363,-80.336039,Little League Field Eagle Scout Project,
40.775188,-80.325172,College Hill Presbyterian Church,
40.773985,-80.325019,College Hill United Methodist Church,
40.62695,-80.229442,Logstown,
40.53143,-80.168956,Mary Roberts Runehart Nature Park,
40.517744,-80.150362,Robert Morris University Island Sports Center,
40.521666,-80.191111,Mooncrest,
40.605586,-80.22305,Harmony Twp Fire Department,
40.647901,-80.309884,Faith Lutheran Church,
40.495759,-80.211713,Moon Township Water Tower,
40.642679,-80.519002,Beginning Point of the U. S. Public Land Survey,
40.666043,-80.232752,Conway Christian and Missionary Alliance Church,
40.497892,-80.427751,Frankfort Mineral Springs,
40.520162,-80.208837,RMU Chapel Well,
40.496342,-80.202411,Moon Twp Public Library,
40.607658,-80.266374,Site of Presidential Town Meeting,
40.557561,-80.218158,Allegheny County Historical Marker,
40.560576,-80.222854,Monument Pillar,
40.556455,-80.220812,Crescent Township Fire Department,
40.608207,-80.282958,Aliquippa Renaming,
40.562057,-80.277781,Independence Square,
40.563699,-80.207207,War Memorial,
40.556519,-80.286309,Hopewell Township VFW,
40.648815,-80.233207,Sisters of St. Joseph,
40.604253,-80.278705,St. Elijah Serbian Orthodox Church,
40.605106,-80.275461,SS. Peter and Paul Ukrainian Catholic Church,
40.574766,-80.2359,Shannopin United Methodist Church,
40.579339,-80.255114,Pray for the Departed,
40.579136,-80.255988,Christ Statue,
40.629813,-80.316533,In Honor of All Veterans Living and Dead,
40.654271,-80.388142,Clyde J. Pickett Memorial Park,
40.633134,-80.41338,Bethlehem Cemetery,
40.615064,-80.269203,Woodlawn Cemetery,
40.561732,-80.26704,Clearview Swim Club,
40.605972,-80.278446,Dormition of the Theotokos Greek Orthodox Church,
40.606323,-80.27969,Aliquippa US Post Office,
40.588751,-80.264831,Hopewell TWP Water Towers,
40.589226,-80.257545,Ohio United Presbyterian Church,
40.619987,-80.243624,Municipal Water Authority of Aliquippa Water Tower,
40.619016,-80.242995,Aliquippa Works,
40.59587,-80.275552,Treehaven Swim Club,
40.583248,-80.265941,L. F. Blaney Nature Center,
40.586072,-80.259666,Bruster's,
40.663376,-80.263901,Vankirk Lutheran Church,
40.646997,-80.294593,St. Francis Cabrini Parish,
40.647217,-80.299577,Park Playground,
40.584297,-80.224067,Ambridge American Legion,
40.584353,-80.2247,Dominion Full Gospel Church,
40.58557,-80.224133,St. John the Baptist Orthodox Church,
40.595884,-80.23349,The Grotto,
40.591652,-80.229118,St. Mary's Church,
40.589897,-80.230687,United Presbyterian Church of Ambridge,
40.596169,-80.232026,Harmony Society Church,
40.592838,-80.229886,P. J. Caul Memorial Park Band Shell,
40.613429,-80.251215,B.F. Jones Memorial Library,
40.654975,-80.30769,CCBC Golden Dome,
40.551714,-80.319632,Beaver County Conservation District Environmental Center,
40.65712,-80.312112,The Church of Jesus Christ of Latter Day Saints,
40.579214,-80.370163,Service United Presbyterian Church,
40.632471,-80.368194,Green Valley Sportsman's Club,
40.549974,-80.372136,Mt. Olvet Presbyterian Church,
40.639724,-80.241947,Boyhood Home of Henry Mancini,
40.602827,-80.292755,New Life Cemetery,
40.525868,-80.157223,Fading Away Guy Mural,
40.473746,-80.203344,A Means of Salvation,
40.498301,-80.219189,War Veteran Memorial,
40.492065,-80.208299,Post Light Gazebo,
40.543043,-80.18,Y.M.C.A. Sewickley,
40.520518,-80.216299,Joe Walton Stadium,
40.588651,-80.231695,American Bridge Company,
40.538732,-80.180571,Sewickley - US Post Office,
40.583088,-80.478208,Hookstown American Legion,
40.542475,-80.174417,Sewickley's Fame Sculpture,
40.495729,-80.246384,George Washington and Franco Harris Statues,
40.774736,-80.372358,"US Post Office, Constitution Blvd, Beaver Falls",
40.637105,-80.229554,Baden United Methodist Church,
40.520361,-80.211009,Nicholson Center,
40.700277,-80.281334,Sesquecentenial Sundial,
40.692813,-80.311183,Holy Trinity Lutheran Church,
40.703391,-80.290127,Joseph H. Bausman D.D.,
40.689423,-80.319523,The Beaver Cemetery,
40.496491,-80.256166,Arch Installation,
40.518942,-80.158306,Riverfront Park,
40.625122,-80.226433,Anthony Wayne's Camp,
40.51698,-80.162753,Coraopolis VFW,
40.56496,-80.278216,Independence Square Pool And Recreation,
40.540212,-80.182881,St. Matthew's,
40.51929,-80.481133,Bethel United Methodist Church,
40.48439,-80.440426,Frankfort Presbyterian Church,
40.489043,-80.445601,Levi Dungan Land Patent,
40.509115,-80.446154,Raccoon Creek State Park Log House,
40.496483,-80.42009,Raccoon Creek State Park Water Tower,
40.606489,-80.219419,Walter Panek Park,
40.628427,-80.195916,Old Economy Park,
40.543215,-80.170588,Tuskegee Airmen Memorial,
40.73686,-80.31851,Memorial Garden,
40.8642532,-80.2747091,Ewing Park Gazebo,A gazebo just as you cross Sims St. Bridge into the Ewing Park section of Ellwood City.<br><br>26530682
40.8579044,-80.287343,Chamber of Commerce,"Ellwood City Area Historical, Bell Avenue, Ellwood City, Lawrence County, Pennsylvania, 16117, United States of America"
40.971959,-80.565816,St. Paul Statue,
40.944294,-80.666026,Mount Olivet United Church Of Christ.,
40.899501,-80.693557,Church Of Christ,
40.938726,-80.587301,Glacier Hills Service Plaza,
40.948748,-80.657722,North Lima Post Office,
40.966668,-80.562968,Springfield Library,
40.962887,-80.556924,New Middleton Water Tower,
40.914791,-80.531321,Petersburgh Presbyterian Church,
40.897368,-80.659106,Treebeard,
41.311001,-80.656301,J. C. Gail's General Store,
41.310925,-80.745055,Bazetta Park Gazebo,
41.31772,-80.728804,Cortland Library,
41.308977,-80.65533,Fowler Fire Department,
41.251453,-80.830098,W.D. Packard Music Hall,
41.30957,-80.849846,St. John Lutheran Church,
41.251459,-80.832442,Tea Garden,
41.328751,-80.727626,Mother Mary Tomb Statue,
41.329262,-80.724724,Veteran's Memorial,
41.330352,-80.724137,Cortland Rotary Park,
41.331548,-80.727165,Cortland Opera House,
41.257002,-80.773784,Resurrection Romanian Orthodox Church,
41.252251,-80.77404,Blessed Sacrament Catholic Community,
41.311696,-80.569873,Hartford Gazebo,
41.310897,-80.568099,Hartford Community Church,
41.055232,-80.58893,US Post Office,
41.236019,-80.81208,Marine Mural,
41.2367,-80.722481,Spires,
41.217121,-80.738212,Waterfall & Coi Pond,
41.239939,-80.821394,Trumball County Historical Society,
41.238107,-80.820664,First Presbyterian Church,
41.238858,-80.82226,Warren Womans Park & Monument,
41.234627,-80.829458,Tod Avenue United Methodist Church,
41.239828,-80.826426,Veterans Field,
41.237013,-80.789797,St. Peter & Paul Byzantine Church,
41.24018,-80.877118,First Community Church,
41.236327,-80.766188,"""Fancy"" McDonald's",
41.195404,-80.747179,Memorial Wall,
41.180586,-80.766369,Cannon at the Park,
41.180981,-80.766027,McKinley Memorial Library,
41.181115,-80.765656,Marcus a Hanna,
41.174334,-80.857158,Lordstown Village Park,
41.238061,-80.660439,Vienna Post Office,
41.165772,-80.855731,Lordstown Historic School House,
41.164882,-80.850122,Lordstown Public Library,
41.167229,-80.699815,Tod Park,
40.888724,-80.693126,Log House Museum,
40.891512,-80.688707,Firestone Park,
40.886293,-80.683476,Columbiana Fallen Heroes Memorial,
40.889384,-80.68575,Harvey S. Firestone,
40.887455,-80.69692,Apostolic House of Faith,
40.899108,-80.839576,Centennial Park,
40.909962,-80.851109,Waterworth Memorial Park,
40.947322,-80.791591,Greenford Christian Church,
40.941474,-80.791925,Green Township Fire Department,
40.899575,-80.763892,Columbia County Park District,
40.910557,-80.849156,Shaffer-Bradley Memorial Chapel,
40.901704,-80.765014,Robbins United Methodist Church,
41.143389,-80.769035,First Presbyterian Church Of Mineral Ridge,
41.092198,-80.632776,St. Stephen Of Hungary,
41.099727,-80.649213,Realty Building,
41.325269,-80.726878,Cortland Roller Rink,
41.131399,-80.823619,Shrine In Honor Of Our Blessed Mother,
41.024635,-80.774015,Rush Christian Community Church,
41.236545,-80.800897,Calvary Presbyterian Church,
40.900806,-80.847822,St. Paul's Catholic Church,
40.899701,-80.85515,Salem Historical Society,
40.902233,-80.854411,First Presbyterian Salem Church,
40.91181,-80.854845,Salem Community Center Monolith,
40.901064,-80.848956,The Church of the Saviour,
40.901117,-80.850263,Salem Masonic Temple,
40.892154,-80.679778,Celebration Of Life Garden,
41.106876,-80.657783,Holy Trinity Ukrainian Catholic Church,
41.108518,-80.66017,SS. Peter & Paul  Croation Roman Catholic Church,
41.079616,-80.673645,The Youngstown Playhouse,
41.020871,-80.612872,Four Heroic Chaplains,
41.10267,-80.69098,Youngstown Post Office,
41.102105,-80.654353,Ross Radio Company,
41.023821,-80.674885,Boardman Post Office,
41.099404,-80.792555,First United Methodist Church,
41.099411,-80.67601,Fellows Creek Garden,
41.113468,-80.651835,Stambaugh Auditorium,
41.1072,-80.644369,The Arms Family Museum,
41.107963,-80.649756,Youngstown State University,
41.111866,-80.645179,YSU Mural,
41.10927,-80.682995,Duty Honor Country Memorial,
41.098015,-80.647337,US Post Office,
41.101661,-80.653368,Warner Brothers,
41.100603,-80.634269,Youngstown Church,
41.080459,-80.593838,Campbell Public Library,
41.073469,-80.593499,F.D.R. Post 560,
41.161314,-80.644656,Girard-Liberty Rotary,
41.161198,-80.643275,Liberty Park Gazebo,
41.154737,-80.702503,Girard Post Office,
41.15392,-80.702332,What's the Time?,
41.07579,-80.576468,Campbell Baptist Church,
41.101701,-80.667252,Slingshot Car,
41.106732,-80.646374,Youngstown State Monument,
41.104898,-80.648479,Moser Sculpture,
41.098904,-80.650729,Mahoning Law Library,
41.10032,-80.649417,Outlined Trumpets,
41.104566,-80.647112,The Ward-Beecher Planetarium,
41.100364,-80.642443,Our Lady of Mount Carmel - Gateway Arch,
41.095932,-80.688822,St Marys Church,
41.065059,-80.687831,St George Catholic Church,
41.117921,-80.631467,VFW 3307,
41.06314,-80.708575,Cornersburg Post Office,
41.05297,-80.662988,Forest Glen Estates Historic D,
41.051643,-80.671676,Saint Marks Lutheran Church,
41.036511,-80.603691,Crogan,
41.056175,-80.590822,Natural Stormwater Management Park,
41.137154,-80.768723,Mineral Ridge VFW,
41.063533,-80.760043,"Golden Eagle Statue, Garden Of Honor",
41.033514,-80.761771,St. Michael Catholic Church,
41.038442,-80.535884,This Old House,
41.034754,-80.537045,Mt. Carmel Society,
41.162212,-80.658458,Liberty Public Library,
41.024097,-80.760519,Canfield Green,
41.0246,-80.759505,Canfield War Vet Museum,
41.022422,-80.611358,Poland Village Town Hall,
41.026015,-80.615411,Bake Shop,
41.024057,-80.613914,The History of Poland,
41.024941,-80.765295,Canfield Presbyterian Church,
41.024123,-80.666018,St Charles Catholic Church,
41.024314,-80.827201,Alba House Memorial Statue,
41.024566,-80.824486,Earnest & Lindley Vickers Nature Preserve,
41.0994,-80.850356,Jackson Park,
41.000943,-80.657857,Southern Park Stables,
41.010326,-80.672947,Venture Church,
40.993833,-80.660155,St. Elizabeth of Hungary Memorial,
41.019202,-80.608757,Judge Turhand Kirtland,
41.011958,-80.76053,Canfield Fairgrounds,
41.012778,-80.756399,Grandstands Golden Rooster Statue,
41.024744,-80.621053,Poland United Methodists Church,
41.014789,-80.672511,St. James Episcopal Church,
41.026066,-80.863621,1969 AH-IF Aircraft,
41.024097,-80.85928,Ellsworth Town Hall,
41.106347,-80.856869,World War Memorial,
40.888733,-80.692382,First Presbyterian Church,
41.027302,-80.609894,Margaret Wynn Memorial Baptist Church,
41.013587,-80.75804,Mahoning County Gazebo,
41.026239,-80.761046,Canfield Post Office,
41.658096,-80.14501,Andrew Wells Robertson Athletic & Recreational Complex,
41.679389,-80.042733,Blooming Valley School House,
41.72331,-80.148777,McGill House,
41.720656,-80.147874,Saegertown Heritage Museum,
41.718779,-80.142998,Saegertown Volunteer Fire Department,
41.700969,-80.112119,Mt. Blair Cemetery,
41.70224,-80.101971,Rural Electrification,
41.756445,-80.083969,Gravel Run Presbyterian Church,
41.780471,-80.113704,Venango Cemetery,
41.779803,-80.112677,Venango Township Fire Department,
41.780334,-80.104709,Sprague Farm and Brew Works,
41.799697,-80.060645,Cambridge Springs Cemetery,
41.801227,-80.059918,St. Anthony's Roman Catholic Church,
41.803607,-80.058966,Cambridge Station,
41.803929,-80.05664,Iron Horse Mural,
41.806822,-80.061038,Grant Street Bridge,
41.806234,-80.054601,Cambridge Springs Public Library,
